Season Number,Startup Name,Episode Number,Industry,Company Website,Started in,Number of Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Gross Margin in %,Net Margin,Cash Burn,SKUs,Has Patents,Bootstrapped,Part of Match off,Original Offered Equity,Received Offer,deal outcome,equity given (%),Total Deal Debt(in lakhs),Debt Interest,Number of Sharks in Deal,Deal Has Conditions,Royalty Deal,Advisory Shares Equity,original ask amount in Cr.,valuation requested in Cr.,Total deal amount in Cr.,Deal valuation in Cr.,Deal status,Yearly revenue in Cr.,Monthy sales in Cr.,Revenue Type,Male Presenters,Female Presenters,Transgender Presenters
3,Evascalp,11,Medical/Health,https://evascalpcooling.co.in/,2020,1,0,Middle,Mumbai,Maharashtra,85,,Yes,,yes,funded,No,1.2,1,Accepted,1.8,0,0,3,No,No,0,0.3,25,0.3,16.66666667,deal made,0.59,0.1,Both,1,0,0
3,Honeytwigs,12,Food,https://honeytwigs.co/,,3,0,Middle,Delhi,Delhi,,,No,,No,funded,No,3,1,Accepted,3,0,0,3,No,No,0,0.75,25,0.75,25,deal made,4,0.35,Both,3,0,0
3,Koparo,12,Food,https://koparoclean.com/,2020,1,0,Middle,Delhi,Delhi,,,No,,No,funded,No,1,1,Accepted,1,0,0,2,No,No,0,0.7,70,0.7,70,deal made,4.5,0.8,Both,0,1,0
3,Jewelbox,13,Beauty/Fashion,https://jewelbox.co.in/,,2,0,Middle,Kolkata,West Bengal,,,No,,No,funded,No,2,1,Accepted,6,0,0,5,No,No,0,1,50,2,33.33333333,deal made,5.2,,Yearly Only,1,1,0
3,Daakroom,13,Services,https://daakroom.com/,2013,2,0,Middle,Delhi,Delhi,,,No,,No,funded,No,4,1,Accepted,6,0,0,1,yes,No,0,0.36,9,0.36,6,deal made,0.9,,Yearly Only,0,2,0
3,Nashermiles,15,Beauty/Fashion,https://nashermiles.com/,2017,3,1,Middle,Mumbai,Maharashtra,,,No,,No,funded,yes,0.75,1,Accepted,1.5,0,0,5,No,No,0,3,400,3,200,deal made,57,,Yearly Only,2,1,0
3,Yesmadam,19,Beauty/Fashion,https://www.yesmadam.com/,2016,4,0,Middle,Delhi,Delhi,,,No,,No,funded,No,0.5,1,Accepted,2,0,0,4,No,yes,0,1.5,300,1.5,75,deal made,50,,Yearly Only,3,1,0
3,Pushsports,20,Sports,https://pushsports.in/,2017,2,0,Middle,Delhi,Delhi,,,No,,No,funded,No,1,1,Accepted,4,0,0,2,No,yes,0,0.8,80,0.8,20,deal made,9,0.5,Both,2,0,0
3,D'Chica,22,Beauty/Fashion,https://www.dchica.in/,2020,2,0,Middle,Delhi,Delhi,,,Yes,,No,funded,No,1,1,Accepted,2,0,0,2,No,yes,0,0.8,80,0.8,40,deal made,10.3,1.2,Both,0,2,0
3,Refit,22,Electronics,https://refitglobal.com/,2017,2,0,Middle,Delhi,Delhi,14,,No,,No,yes,No,0.5,1,Accepted,1,0,0,3,No,yes,0,2,400,2,200,deal made,187,35,Both,2,0,0
3,Artinci,23,Food,https://www.artinci.com/,2017,2,1,Middle,Bangalore,Karnataka,62,,Yes,,yes,funded,No,1.75,1,Accepted,5,0,0,1,yes,yes,0,0.5,28.57142857,0.5,10,deal made,4.4,0.33,Both,1,1,0
3,Aroleap,26,Medical/Health,https://www.aroleap.com/,2020,3,0,Middle,Bangalore,Karnataka,,,Yes,,yes,funded,No,2.5,1,Accepted,5,0,0,4,No,No,0,1,40,1,20,deal made,1,,Yearly Only,3,0,0
3,Unclepeterspancakes,27,Food,https://www.unclepeterspancakes.com/,,2,0,Middle,"Kolkata,Varanasi","West Bengal,Uttar Pradesh",,,No,,No,yes,No,2,1,Accepted,3,0,0,3,No,yes,0,0.6,30,0.6,20,deal made,14,2.1,Both,2,0,0
3,Candidmen,28,Beauty/Fashion,https://candidmen.in/,2017,2,0,Middle,Bangalore,Karnataka,,,No,,No,yes,yes,2,1,Accepted,5,0,0,2,yes,No,0,0.6,30,0.6,12,deal made,2.1,,Yearly Only,1,1,0
3,Kryzenbiotech,30,Agriculture,https://www.kryzen.com/,2019,2,1,Middle,Pune,Maharashtra,,,No,,No,funded,No,3,1,Accepted,15,0,0,1,No,yes,0,0.75,25,0.75,5,deal made,2.25,,Yearly Only,1,1,0
3,Littlebox,35,Beauty/Fashion,https://littleboxindia.com/,2022,2,1,Middle,Guwahati,Assam,50,,No,,No,yes,No,1,1,Accepted,2.5,0,0,5,No,No,0,0.75,75,0.75,30,deal made,36,2,Both,1,1,0
3,Cremecastle,35,Food,https://cremecastle.in/,2015,2,1,Middle,Noida,Uttar Pradesh,65,,Yes,,No,funded,No,1.5,1,Accepted,2.5,0,0,1,No,No,0,0.6,40,0.6,24,deal made,7.2,,Yearly Only,1,1,0
3,Designtemplate,36,Technology/Software,https://designtemplate.io/,,1,0,Middle,Bid,Maharashtra,,,No,,No,funded,No,2.5,1,Accepted,10,0,0,1,No,No,0,1,40,1,10,deal made,1.6,0.16,Both,1,0,0
3,Coratiatechnologies,43,Technology/Software,https://coratia.com/,2021,2,0,Middle,Rourkela,Odisha,,,No,,No,funded,No,1,1,Accepted,1,0,0,1,No,No,0,0.8,80,0.8,80,deal made,1.28,,Yearly Only,2,0,0
3,Xmachines,44,Technology/Software,https://www.xmachines.ai/,2017,1,0,Middle,Hyderabad,Telangana,,,No,,No,funded,No,4,1,Accepted,4,0,0,2,No,No,0,0.72,18,0.72,18,deal made,0,,Yearly Only,1,0,0
3,Farmdidi,45,Food,https://www.farmdidi.com/,2021,3,0,Middle,"Amravati,Lucknow,Bahadurgarh","Maharashtra,Uttar Pradesh,Haryana",65,,Yes,,No,funded,No,2,1,Accepted,10,0,0,2,No,No,0,0.5,25,1,10,deal made,0.6,0.1,Both,1,2,0
3,Indigifts,46,Services,https://indigifts.in/,2017,2,1,Middle,Jaipur,Rajasthan,75,,No,,No,yes,No,2,1,Accepted,4,0,0,2,No,No,0,0.5,25,0.5,12.5,deal made,7.4,0.76,Both,1,1,0
3,Allter,48,Furnishing/Household,https://letsallter.com/,2020,1,0,Middle,Delhi,Delhi,,,Yes,,No,yes,No,2.5,1,Accepted,4,0,0,3,No,No,0,1,40,1,25,deal made,10,,Yearly Only,0,1,0
3,Ptal,50,Furnishing/Household,https://ptal.in/,2017,3,0,Young,Amritsar,Punjab,,,No,,No,funded,No,1,1,Accepted,3.2,0,0,5,No,No,0,0.5,50,1,31.25,deal made,3.98,,Yearly Only,2,1,0
3,Lea,51,Beauty/Fashion,https://www.leaclothingco.com/,2021,2,0,Middle,Noida,Uttar Pradesh,80,,No,,No,funded,No,2,1,Accepted,4,0,0,4,No,yes,0,1,50,1,25,deal made,3,0.6,Both,0,2,0
3,Cooltheglobe,52,Others,https://www.cooltheglobe.org/,,1,0,Middle,Pune,Maharashtra,,,No,,No,funded,No,5,1,Accepted,8,0,0,2,No,No,0,0.25,5,0.25,3.125,deal made,0,,Yearly Only,0,1,0
3,Canvaloop,52,Manufacturing,http://www.canvaloop.com/,2020,2,1,Middle,Surat,Gujarat,,,No,,No,funded,No,1.33,1,Accepted,4,0,0,5,No,No,0,1,75.18796992,2,50,deal made,3.2,1.2,Both,1,1,0
4,Gudworld,4,Food,https://gudworld.in/,2021,2,0,Young,Aurangabad,Maharashtra,,,No,,No,funded,No,2,1,Accepted,5,0,0,1,No,No,0,0.5,25,0.5,10,deal made,6,0.69,Both,0,2,0
4,Airth,4,Furnishing/Household,https://airth.in/,2023,2,0,Middle,Delhi,Delhi,,,Yes,,yes,funded,No,1,1,Accepted,3.7,0,0,2,No,No,0,0.6,60,1,27.02702703,deal made,6,0.4,Both,2,0,0
1,Headandheart,2,Education,https://thehnh.in/,2015,4,1,Middle,Patiala,Punjab,,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.5,10,0,0,no deal,0.3,,Yearly Only,1,3,0
1,Agritourism,2,Agriculture,https://www.agritourism.in/,2005,2,1,Middle,Baramati,Maharashtra,,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.5,10,0,0,no deal,0.79,,Yearly Only,1,1,0
1,Qzenselabs,3,Food,https://www.qzense.com/,2020,2,0,Middle,"Delhi,Mohali","Delhi,Punjab",,,No,,yes,funded,No,0.25,1,Rejected,0,0,0,0,No,No,0,1,400,0,0,no deal,0.25,0.15,Both,0,2,0
1,Shrawaniengineers,5,Beauty/Fashion,https://www.shrawaniengineers.com/,2019,2,1,Middle,Nagpur,Maharashtra,,,No,,No,funded,No,10,0,No Offer,0,0,0,0,No,No,0,0.2,2,0,0,no deal,0.5,,Yearly Only,1,1,0
1,Hecoll,6,Beauty/Fashion,https://hecoll.com/,2019,1,0,Middle,Hyderabad,Telangana,,,No,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,1,100,0,0,no deal,1.07,,Yearly Only,0,1,0
1,Torch-It,7,Education,https://mytorchit.com/,2018,1,0,Middle,Ahmedabad,Gujarat,,,No,,yes,funded,No,1,1,Rejected,0,0,0,0,No,No,0,0.75,75,0,0,no deal,2.6,0.01,Both,1,0,0
1,Gopal'S56,11,Food,https://www.gopals56.in/,2014,1,0,Middle,Delhi,Delhi,21,,No,,No,funded,No,25,0,No Offer,0,0,0,0,No,No,0,300,1200,0,0,no deal,0.8,0.33,Both,1,0,0
1,Goodgoodpiggy,14,Technology/Software,https://goodgoodpiggy.com/,2021,2,0,Young,Delhi,Delhi,,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.45,9,0,0,no deal,0,,Yearly Only,0,2,0
1,Outbox,17,Services,https://www.outboxsurprises.com/,2017,2,0,Young,Kolkata,West Bengal,,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.5,10,0,0,no deal,1.1,,Yearly Only,1,1,0
1,Mommy'Skitchen,18,Food,https://mommys.kitchen/,2016,3,0,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,3,0,No Offer,0,0,0,0,No,No,0,0.9,30,0,0,no deal,0.92,0.045,Both,2,1,0
1,Anthyesti,18,Services,https://anthyesti.com/,2015,1,0,Middle,Bangalore,Karnataka,50,6,No,,No,funded,No,2.5,0,No Offer,0,0,0,0,No,No,0,0.5,20,0,0,no deal,1.16,,Yearly Only,0,1,0
1,Ethik,19,Manufacturing,https://www.ethik.in/,2012,2,0,Middle,Bangalore,Karnataka,,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.15,3,0,0,no deal,0.12,0.01,Both,2,0,0
1,Ketoindia,19,Food,https://www.ketoindia.fit/,2019,1,0,Young,Delhi,Delhi,,,No,,No,funded,No,1.25,1,Rejected,0,0,0,0,No,No,0,1.5,120,0,0,no deal,1.8,0.15,Both,1,0,0
1,Bakarmax,20,Technology/Software,https://bakarmax.com/,2020,2,0,Young,Delhi,Delhi,,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.35,7,0,0,no deal,0.35,0.05,Both,2,0,0
1,Moonshine,22,Food,https://www.moonshinemeadery.com/,2018,2,0,Middle,Mumbai,Maharashtra,70,,No,,No,funded,No,0.5,1,Rejected,0,0,0,0,No,No,0,0.8,160,0,0,no deal,3.72,,Yearly Only,2,0,0
1,Urbanmonkey,23,Beauty/Fashion,https://www.urbanmonkey.com/,2014,1,0,Young,Mumbai,Maharashtra,,25,No,,No,funded,No,1,1,Rejected,0,0,0,0,No,No,0,1,100,0,0,no deal,25,2,Both,1,0,0
1,Guardiangears,23,Manufacturing,https://guardiangears.in/,2018,2,1,Middle,Hyderabad,Telangana,50,15,No,,No,funded,No,5,1,Rejected,0,0,0,0,No,No,0,0.3,6,0,0,no deal,2.5,0.21,Both,1,1,0
1,Julaaautomation,26,Manufacturing,https://www.automaticjulaa.com/,2022,3,0,Middle,Ahmedabad,Gujarat,,,No,,yes,funded,No,10,0,No Offer,0,0,0,0,No,No,0,0.5,5,0,0,no deal,0,,Yearly Only,3,0,0
1,Alistetechnologies,27,Technology/Software,https://www.alistetechnologies.com/,2020,6,0,Young,Noida,Uttar Pradesh,,40,No,,No,funded,No,5,1,Rejected,0,0,0,0,No,No,0,0.6,12,0,0,no deal,0.63,0.075,Both,6,0,0
1,Kunafaworld,28,Food,https://www.kunafaworld.com/,2018,2,1,Young,Mangalore,Karnataka,,30,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.9,18,0,0,no deal,2,0.3,Both,1,1,0
1,Playboxtv,29,Services,https://playboxtv.in/,2017,2,0,Young,Mumbai,Maharashtra,,,No,,No,funded,No,3.5,1,Rejected,0,0,0,0,No,No,0,1,28.57,0,0,no deal,10.2,0.87,Both,2,0,0
1,Shadesofspring,30,Services,https://shadesofspring.in/,2019,2,1,Young,Bangalore,Karnataka,30,,No,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,3,300,0,0,no deal,9,,Yearly Only,1,1,0
1,Scholify,30,Education,https://scholifyme.com/,2018,1,0,Middle,Bangalore,Karnataka,,,No,,No,funded,No,7.5,0,No Offer,0,0,0,0,No,No,0,0.5,6.67,0,0,no deal,0,,Yearly Only,1,0,0
1,Scrapshala,31,Manufacturing,https://scrapshala.com/,2016,2,0,Middle,Varanasi,Uttar Pradesh,,,No,,No,funded,No,10,0,No Offer,0,0,0,0,No,No,0,0.5,5,0,0,no deal,0.27,0.02,Both,0,2,0
1,Sabjikothi,31,Manufacturing,https://www.saptkrishi.com/,2019,2,0,Young,Bhagalpur,Bihar,,,No,,No,funded,No,2.5,0,No Offer,0,0,0,0,No,No,0,0.6,24,0,0,no deal,0,,Yearly Only,1,1,0
1,Astrix,31,Manufacturing,https://www.astrixengineering.com/,2021,2,1,Middle,Coimbatore,Tamil Nadu,,,No,,No,funded,No,3,0,No Offer,0,0,0,0,No,No,0,0.75,25,0,0,no deal,0.75,0.18,Both,1,1,0
1,Theaandsid,32,Services,https://theaandsid.com/,2021,2,0,Middle,Mumbai,Maharashtra,75,30,No,,No,funded,No,7,0,No Offer,0,0,0,0,No,No,0,0.8,11.43,0,0,no deal,0.16,0.1,Both,0,2,0
1,Experentialetc,32,Technology/Software,https://www.experientialetc.com/,2017,2,0,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,4,1,Rejected,0,0,0,0,No,No,0,2,50,0,0,no deal,1,,Yearly Only,2,0,0
1,On2Cook,34,Food,https://on2cook.com/,2022,1,0,Middle,Ahmedabad,Gujarat,,,No,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,1,100,0,0,no deal,0,,Yearly Only,1,0,0
1,Woloo,35,Technology/Software,https://woloo.in/,2020,3,0,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,4,1,Rejected,0,0,0,0,No,No,0,0.5,12.5,0,0,no deal,1.08,,Yearly Only,1,2,0
1,Elcareindia,35,Medical/Health,https://elcare.co/,2021,3,0,Middle,Mumbai,Maharashtra,30,,No,,No,funded,No,2.5,0,No Offer,0,0,0,0,No,No,0,1,40,0,0,no deal,0.6,,Yearly Only,2,1,0
1,Frenchcrown,36,Beauty/Fashion,https://frenchcrown.in/,2017,2,0,Middle,Surat,Gujarat,70,,No,,No,funded,No,0.33,1,Rejected,0,0,0,0,No,No,0,1.5,454.55,0,0,no deal,72,,Yearly Only,2,0,0
1,Devnagri,36,Technology/Software,https://devnagri.com/,2020,2,0,Middle,Delhi,Delhi,,,No,,No,funded,No,1,1,Rejected,0,0,0,0,No,No,0,1,100,0,0,no deal,5,,Yearly Only,2,0,0
1,Mine4Nine,0,Beauty/Fashion,https://mine4nine.in/,2019,2,1,Middle,Gurgaon,Haryana,,,No,,No,funded,No,4,0,No Offer,0,0,0,0,No,No,0,0.75,18.75,0,0,no deal,2.6,,Yearly Only,1,1,0
1,Studiobeej,0,Beauty/Fashion,https://studiobeej.com/,2020,1,0,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,7.5,0,No Offer,0,0,0,0,No,No,0,0.75,10,0,0,no deal,1.12,,Yearly Only,0,1,0
1,Sattuz,0,Liquor/Beverages,https://sattuz.in/,2018,2,1,Middle,Madhubani,Bihar,,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.25,5,0,0,no deal,0.25,,Yearly Only,1,1,0
1,Scintiglo,0,Medical/Health,https://cemd.in/,2021,1,0,Middle,Indore,Madhya Pradesh,,,No,,No,funded,No,1,1,Rejected,0,0,0,0,No,No,0,0.75,75,0,0,no deal,0,,Yearly Only,1,0,0
1,Canebot,0,Food,,2012,2,1,Middle,Pune,Maharashtra,,,No,,yes,funded,No,2.5,0,No Offer,0,0,0,0,No,No,0,1,40,0,0,no deal,2,,Yearly Only,1,1,0
1,Eume,0,Beauty/Fashion,https://eumeworld.com/,2018,3,1,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,2,1,Rejected,0,0,0,0,No,No,0,1.5,75,0,0,no deal,12,,Yearly Only,2,1,0
2,Gunjanappsstudios,7,Technology/Software,https://gunjanappstudios.com/,,2,1,Middle,Kolkata,West Bengal,,,No,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,2.5,250,0,0,no deal,24,,Yearly Only,1,1,0
2,Sayonara,18,Beauty/Fashion,,,1,0,Middle,Kolkata,West Bengal,,,No,,yes,funded,No,1,0,No Offer,0,0,0,0,No,No,0,1,100,0,0,no deal,0,,Yearly Only,1,0,0
2,Pmv,19,Vehicles/Electrical Vehicles,https://pmvelectric.com/,2018,1,0,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,1,1,Rejected,0,0,0,0,No,No,0,1,100,0,0,no deal,0,,Yearly Only,1,0,0
2,Beunic,21,Services,https://beunic.in/,,3,0,Middle,Noida,Uttar Pradesh,,,No,,No,funded,No,10,1,Rejected,0,0,0,0,No,No,0,1,10,0,0,no deal,0.5,0.06,Both,1,1,1
2,Febris,23,Medical/Health,https://www.febris.in/,,2,0,Middle,Ferozepur,Punjab,,20,No,,No,funded,No,2.5,0,No Offer,0,0,0,0,No,No,0,1,40,0,0,no deal,1.1,0.12,Both,2,0,0
2,Leafyaffair,24,Beauty/Fashion,https://leafyaffair.com/,,1,0,Middle,Bangalore,Karnataka,80,,No,,No,funded,No,2.5,0,No Offer,0,0,0,0,No,No,0,0.5,20,0,0,no deal,1.1,0.21,Both,1,0,0
2,Gavinparis,26,Beauty/Fashion,https://www.gavinparis.com/,2022,2,0,Young,Kolkata,West Bengal,60,,No,,No,funded,No,5,1,Rejected,0,0,0,0,No,No,0,0.5,10,0,0,no deal,1.14,,Yearly Only,2,0,0
2,Hobbyindia,27,Furnishing/Household,https://hobbyindia.store/,,3,1,Young,Surat,Gujarat,,,No,,No,funded,No,3,1,Rejected,0,0,0,0,No,No,0,0.5,16.66666667,0,0,no deal,1.17,,Yearly Only,1,2,0
2,Flhexible,27,Furnishing/Household,https://www.flhexible.com/,2019,2,1,Middle,Jaipur,Rajasthan,40,25,No,,No,funded,No,7.5,0,No Offer,0,0,0,0,No,No,0,0.5,6.666666667,0,0,no deal,0.16,0.035,Both,1,1,0
2,Upthrust,27,Sports,https://www.upthrustesports.com/,,2,0,Young,Mumbai,Maharashtra,,30,No,,No,funded,No,3,0,No Offer,0,0,0,0,No,No,0,0.75,25,0,0,no deal,3,0.33,Both,2,0,0
2,Desitoys,28,Manufacturing,https://www.desitoys.in/,2017,1,0,Middle,Mumbai,Maharashtra,50,18,No,,No,funded,No,3,1,Rejected,0,0,0,0,No,No,0,0.5,16.66666667,0,0,no deal,1.15,0.2,Both,0,1,0
2,Tipayi,31,Manufacturing,https://www.vamshycle.com/,2019,1,0,Young,Pune,Maharashtra,35,26,No,,yes,funded,No,10,1,Rejected,0,0,0,0,No,No,0,0.5,5,0,0,no deal,0.21,0.005,Both,1,0,0
2,Midnightangelsbypc,34,Beauty/Fashion,https://midnightangelsbypc.com/,2017,2,0,Middle,Gurgaon,Haryana,83,20,No,,No,funded,No,6,1,Rejected,0,0,0,0,No,No,0,0.75,12.5,0,0,no deal,1.8,,Yearly Only,0,2,0
2,Toyshine,35,Manufacturing,https://toyshine.in/,,1,0,Middle,Jalandhar,Punjab,,15,No,,No,funded,No,0.5,0,No Offer,0,0,0,0,No,No,0,1.25,250,0,0,no deal,45,4.5,Both,1,0,0
2,Amrutam,36,Food,https://amrutam.co.in/,2017,3,0,Middle,Gwalior,Madhya Pradesh,,,No,,No,funded,No,2,0,No Offer,0,0,0,0,No,No,0,0.5,25,0,0,no deal,1.1,,Yearly Only,2,1,0
2,Zoe,37,Food,https://www.zoe.menu/,,2,1,Middle,Gurgaon,Haryana,,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.75,15,0,0,no deal,1.2,,Yearly Only,1,1,0
2,Nanoclean,37,Manufacturing,https://nanoclean.store/,2017,1,0,Middle,Bikaner,Rajasthan,,,No,,yes,funded,No,2,0,No Offer,0,0,0,0,No,No,0,0.8,40,0,0,no deal,1.1,0.05,Both,1,0,0
2,Desmondji,38,Liquor/Beverages,,,2,0,Middle,Goa,Goa,,,No,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,1,100,0,0,no deal,12,1.25,Both,2,0,0
2,Craverajafoods,39,Food,https://craverajafoods.com/,2020,2,0,Middle,Kolkata,West Bengal,70,3,No,,No,funded,No,3,0,No Offer,0,0,0,0,No,No,0,0.65,21.66666667,0,0,no deal,2.56,0.2,Both,2,0,0
2,Drcubes,42,Liquor/Beverages,https://drcubes.in/,2017,2,0,Middle,Bangalore,Karnataka,45,35,No,,No,funded,No,15,0,No Offer,0,0,0,0,No,No,0,0.8,5.333333333,0,0,no deal,0.75,,Yearly Only,2,0,0
2,Metroride,42,Vehicles/Electrical Vehicles,https://metroride.in/,,2,0,Middle,Bangalore,Karnataka,,,No,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,0.75,75,0,0,no deal,0.54,0.25,Both,2,0,0
2,Conker,42,Technology/Software,https://learn.conkerworld.com/,,1,0,Middle,Bangalore,Karnataka,50,8,No,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,0.4,40,0,0,no deal,1.2,0.22,Both,1,0,0
2,Oyehappy,43,Services,https://www.oyehappy.com/,,2,0,Middle,Hyderabad,Telangana,80,,No,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,0.5,50,0,0,no deal,10.05,0.8,Both,2,0,0
2,Waggyzone,44,Animal/Pets,https://waggyzone.com/,,1,0,Middle,Mumbai,Maharashtra,60,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.5,10,0,0,no deal,0,0.01,Both,0,1,0
2,Zsportstech,46,Sports,https://www.zsportstech.com/,,2,0,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,2,0,No Offer,0,0,0,0,No,No,0,0.6,30,0,0,no deal,0.31,,Yearly Only,2,0,0
2,Thebigbookbox Chapteronebooks,47,Furnishing/Household,https://www.thebigbookbox.com/,,2,0,Middle,Gopalganj,Bihar,,,No,,No,funded,No,8,0,No Offer,0,0,0,0,No,No,0,0.5,6.25,0,0,no deal,1.4,,Yearly Only,1,1,0
3,Consciouschemist,1,Beauty/Fashion,https://consciouschemist.com/,2020,2,0,Middle,Jaipur,Rajasthan,,,No,,No,funded,No,2,0,No Offer,0,0,0,0,No,No,0,0.6,30,0,0,no deal,4.5,0.85,Both,2,0,0
3,Bartisans,5,Liquor/Beverages,https://www.bartisans.in/,2021,2,0,Middle,Mumbai,Maharashtra,70,,Yes,,No,funded,No,2.5,1,Rejected,0,0,0,0,No,No,0,1,40,0,0,no deal,1.43,0.35,Both,1,1,0
3,Nabhisutra,6,Beauty/Fashion,https://nabhisutra.com/,,2,0,Middle,Vadodara,Gujarat,,8,No,,No,funded,No,3,0,No Offer,0,0,0,0,No,No,0,0.6,20,0,0,no deal,4.5,0.5,Both,1,1,0
3,Zorko,7,Food,https://zorko.in/,2021,2,0,Young,Surat,Gujarat,40,20,No,,No,funded,No,1,1,Rejected,0,0,0,0,No,No,0,1.5,150,0,0,no deal,30,2.4,Both,2,0,0
3,Pizzagalleria,9,Food,https://pizzagalleria.in/,2015,2,0,Middle,Gohana,Haryana,,15,No,,No,funded,No,2,0,No Offer,0,0,0,0,No,No,0,1,50,0,0,no deal,1.15,,Yearly Only,2,0,0
3,Elitty,11,Beauty/Fashion,https://elittybeauty.com/,,2,0,Middle,Gurgaon,Haryana,36,,Yes,,No,funded,No,4,1,Rejected,0,0,0,0,No,No,0,1,25,0,0,no deal,1.13,0.11,Both,0,2,0
3,Rajaranicoaching,14,Beauty/Fashion,https://www.rajaranicoaching.com/,2021,2,1,Young,Surat,Gujarat,,,No,,No,funded,No,5,1,Rejected,0,0,0,0,No,No,0,1.3,26,0,0,no deal,2,,Yearly Only,1,1,0
3,Assembly,15,Beauty/Fashion,https://assemblytravel.com/,2018,2,0,Middle,Gurugram,Haryana,,,No,,yes,funded,yes,1,1,Rejected,0,0,0,0,No,No,0,0.85,85,0,0,no deal,11.5,,Yearly Only,2,0,0
3,Altco,16,Food,https://alt.company/,2020,2,0,Middle,Bangalore,Karnataka,,,Yes,,No,funded,No,2,0,No Offer,0,0,0,0,No,No,0,1.5,75,0,0,no deal,10,1.1,Both,2,0,0
3,Quirksmith,17,Beauty/Fashion,https://quirksmith.com/,2016,2,0,Middle,Agra,Uttar Pradesh,,4,No,,No,funded,No,1,1,Rejected,0,0,0,0,No,No,0,0.8,80,0,0,no deal,6,0.75,Both,0,2,0
3,Ecobiotraps,18,Animal/Pets,https://ecobiotraps.com/,2022,3,0,Middle,"Ahmedabad,Pune","Gujarat,Maharashtra",25,4,No,,yes,funded,No,2,1,Rejected,0,0,0,0,No,No,0,0.5,25,0,0,no deal,0.84,0.08,Both,2,1,0
3,Zerodor,19,Furnishing/Household,https://www.zerodor.in/,,2,0,Middle,"Ahmedabad,Mumbai","Gujarat,Maharashtra",,7,No,,yes,funded,No,3,1,Rejected,0,0,0,0,No,No,0,1,33.33333333,0,0,no deal,2.8,,Yearly Only,2,0,0
3,Cannazoindia,20,Beauty/Fashion,https://cannazoindia.com/,2022,3,0,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,5,1,Rejected,0,0,0,0,No,No,0,1.5,30,0,0,no deal,0.5,0.18,Both,2,1,0
3,Intensefocus,21,Beauty/Fashion,https://intensefocus.com/,,1,0,Middle,,,60,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,5,100,0,0,no deal,8.25,1,Both,1,0,0
3,Milletamma,21,Food,https://milletamma.com/,2017,2,1,Middle,Bangalore,Karnataka,,,No,,No,funded,No,3,0,No Offer,0,0,0,0,No,No,0,1,33.33333333,0,0,no deal,2.2,0.33,Both,1,1,0
3,Rubbabu,24,Manufacturing,https://rubbabu.com/,2020,3,1,Old,Delhi,Delhi,,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,2,40,0,0,no deal,4,0.52,Both,1,2,0
3,Gulabojaipur,24,Beauty/Fashion,https://www.gulabojaipur.com/,2014,2,1,Middle,Jaipur,Rajasthan,,,No,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,0.9,90,0,0,no deal,4.5,0.72,Both,1,1,0
3,Fabriclore,26,Beauty/Fashion,https://fabriclore.com/,2016,3,0,Middle,Jaipur,Rajasthan,,,No,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,0.687,68.7,0,0,no deal,10,,Yearly Only,3,0,0
3,Gridmats,27,Manufacturing,https://www.gridmats.com/,2017,2,0,Middle,,,,,No,,yes,funded,No,2,0,No Offer,0,0,0,0,No,No,0,5,250,0,0,no deal,4.5,,Yearly Only,2,0,0
3,Creativehatti,28,Services,https://www.creativehatti.com/,2020,5,1,Middle,Panchkula,Haryana,,,No,,yes,funded,No,2,0,No Offer,0,0,0,0,No,No,0,0.6,30,0,0,no deal,4,0.55,Both,3,2,0
